,data,temp,Pred,0
0,1961-01-01,-0.4746663781361988,-0.4877554331971299,0.01308905506093111
1,1961-02-01,-0.834440801075278,-0.4877554331971299,0.3466853678781481
2,1961-03-01,-0.3826951272401402,-0.4877554331971299,0.10506030595698967
3,1961-04-01,-0.5568540035842275,-0.4877554331971299,0.06909857038709766
4,1961-05-01,-0.4304100197132676,-0.4378853197168471,0.007475300003579488
5,1961-06-01,-0.3368345376344166,-0.3700756608566361,0.033241123222219504
6,1961-07-01,-0.2915161505376424,-0.3386509959677466,0.04713484543010421
7,1961-08-01,-0.3502236057347652,-0.28250565824014234,0.06771794749462284
8,1961-09-01,-0.0912277329749073,-0.1602700072616458,0.06904227428673851
9,1961-10-01,-0.230862360215049,-0.18131224379927868,0.04955011641577031
10,1961-11-01,-0.0187088243727657,-0.10451683553046921,0.0858080111577035
11,1961-12-01,-0.3212353781362047,-0.2320290765914019,0.08920630154480277
12,1962-01-01,0.1628830663082467,-0.2703873641218707,0.43327043043011737
13,1962-02-01,-0.2635196899641663,-0.24322047998567053,0.02029920997849577
14,1962-03-01,-0.1653650161290301,-0.20225674181003742,0.03689172568100732
15,1962-04-01,-0.2673262258064568,-0.24542548724014723,0.021900738566309585
16,1962-05-01,-0.2921704641577136,-0.2800930590215105,0.01207740513620309
17,1962-06-01,-0.4002356487455252,-0.30566248420789077,0.09457316453763442
18,1962-07-01,-0.1128243727598672,-0.16566922191398487,0.05284484915411766
19,1962-08-01,-0.0966277168458731,-0.12131269846954078,0.02468498162366768
20,1962-09-01,-0.0244357329749078,0.06691816788530634,0.09135390086021414
21,1962-10-01,0.1828295286738424,0.06065179062007448,0.12217773805376791
22,1962-11-01,-0.0642942688172105,-0.04068169799283389,0.023612570824376608
23,1962-12-01,-0.3085484892473147,-0.2541560664892495,0.05439242275806522
24,1963-01-01,-0.3074616003584225,-0.2871106886899634,0.020350911668459093
25,1963-02-01,-0.4776334677419456,-0.31526391289784766,0.16236955484409793
26,1963-03-01,-0.6737260161290308,-0.38428704467204006,0.28943897145699077
27,1963-04-01,-0.3847330035842269,-0.40851223998028346,0.023779236396056558
28,1963-05-01,-0.5376366863799298,-0.44027499574014184,0.09736169063978795
29,1963-06-01,-0.2234490931899699,-0.433963725664873,0.21051463247490312
30,1963-07-01,-0.1507275949820865,-0.1195507919229405,0.031176803059145983
31,1963-08-01,0.0374070609318977,0.012753868915769356,0.02465319201612834
32,1963-09-01,0.0296217114695309,0.025281155267023625,0.004340556202507274
33,1963-10-01,0.0304951953405101,0.04606630366487788,0.01557110832436778
34,1963-11-01,0.2101876200716788,0.11760005521325896,0.09258756485841983
35,1963-12-01,-0.3467676003584259,0.008852405166663349,0.35562000552508927
36,1964-01-01,-0.4711839336917549,-0.4586259514964227,0.012557982195332162
37,1964-02-01,-0.5213106899641602,-0.658270009356635,0.13695931939247485
38,1964-03-01,-0.6344846827957014,-0.6894746645179244,0.054989981722223025
39,1964-04-01,-1.09116933691757,-0.9711963113673896,0.1199730255501803
40,1964-05-01,-0.8887849086021582,-0.8696467973888918,0.019138111213266362
41,1964-06-01,-0.710116093189967,-0.7004595902276054,0.009656502962361646
42,1964-07-01,-0.3388411505376396,-0.505611440292117,0.16677028975447744
43,1964-08-01,-0.531149161290319,-0.5577634008369183,0.02661423954659936
44,1964-09-01,-0.7822492885304619,-0.6233928159480301,0.15885647258243185
45,1964-10-01,-0.4946638046594884,-0.5521123185430143,0.05744851388352595
46,1964-11-01,-0.3676180465949876,-0.38544102844265665,0.01782298184766906
47,1964-12-01,-0.1736793781362031,-0.2881224892132625,0.1144431110770594
48,1965-01-01,-0.6813137114695316,-0.5321804235645134,0.14913328790501812
49,1965-02-01,-0.1832372455197166,-0.3224360711379931,0.1391988256182765
50,1965-03-01,-0.4694771272401397,-0.3220808508010765,0.14739627643906317
51,1965-04-01,-0.69057333691757,-0.38374361736380147,0.3068297195537685
52,1965-05-01,-0.4283997974910463,-0.4286195629623677,0.00021976547132140922
53,1965-06-01,-0.5537527598566321,-0.46218029917741976,0.09157246067921232
54,1965-07-01,-0.2120259283154197,-0.3108587793853085,0.09883285106988879
55,1965-08-01,-0.2381589390681,-0.2512214905824386,0.013062551514338577
56,1965-09-01,-0.291664844086025,-0.25475017995161714,0.03691466413440786
57,1965-10-01,-0.0031580268817137,-0.1294519907759905,0.1262939638942768
58,1965-11-01,0.1673747311827895,0.025040613614690788,0.14233411756809872
59,1965-12-01,-0.1378706003584255,-0.07204723617025374,0.06582336418817175
60,1966-01-01,-0.107323711469526,-0.16005581122400994,0.05273209975448394
61,1966-02-01,-0.7219729121863878,-0.48200640718100785,0.23996650500537997
62,1966-03-01,-0.5303232383512544,-0.49687366848208453,0.03344956986916986
63,1966-04-01,-0.2907938924731219,-0.3670120394068191,0.07621814693369722
64,1966-05-01,-0.3305436863799365,-0.31982545911649657,0.010718227263439906
65,1966-06-01,-0.3195954265233034,-0.27947811305914677,0.040117313464156645
66,1966-07-01,-0.1534654838709706,-0.19997184430645595,0.04650636043548537
67,1966-08-01,-0.1231772724014277,-0.16975396436917206,0.04657669196774436
68,1966-09-01,-0.3321355107526891,-0.2712003341146946,0.060935176637994526
69,1966-10-01,-0.1758248046594879,-0.22742770743368518,0.05160290277419727
70,1966-11-01,-0.2772792688172103,-0.26067892403584403,0.016600344781366294
71,1966-12-01,-0.2280857114695358,-0.2635894228924734,0.035503711422937595
72,1967-01-01,-0.2971973781361967,-0.4246711948637959,0.12747381672759922
73,1967-02-01,-0.715674689964164,-0.6649720510537668,0.05070263891039717
74,1967-03-01,-0.8529785716845879,-0.791807742086025,0.061170829598562904
75,1967-04-01,-0.7530862258064488,-0.7542543932939052,0.0011681674874564063
76,1967-05-01,-0.7150025752688265,-0.7022804883046696,0.012722086964156887
77,1967-06-01,-0.3805189820788612,-0.4864884437132671,0.1059694616344059
78,1967-07-01,-0.5146731505376394,-0.5270763096595034,0.01240315912186396
79,1967-08-01,-0.6437284946236517,-0.6041480236738325,0.0395804709498192
80,1967-09-01,-0.5547592885304695,-0.6005341282795716,0.045774839749102125
81,1967-10-01,-0.7451606935483781,-0.6875814297526817,0.057579263795696445
82,1967-11-01,-0.6261154910394318,-0.6558999828996439,0.029784491860212148
83,1967-12-01,-0.6553824892473159,-0.691532741612905,0.03615025236558911
84,1968-01-01,-0.7767843781361954,-0.7259826837777773,0.05080169435841808
